age,annual_income,loan_amount,credit_score,debt_to_income,employment_years,num_open_accounts,delinquencies_2yrs,loan_term_months,home_ownership,default
59,73554.85,26694.73,580,0.384,34,6,0,60,MORTGAGE,1
60,106450.35,9077.37,644,0.313,18,4,3,36,MORTGAGE,0
30,39999.97,14663.31,629,0.231,29,16,2,60,RENT,0
21,44851.99,19956.52,609,0.144,7,15,1,12,OWN,1
65,48877.62,18178.63,615,0.52,35,12,2,12,MORTGAGE,1
35,45195.56,8868.89,739,0.47,7,19,0,60,RENT,0
53,37199.59,8523.86,602,0.553,4,2,0,24,OWN,1
65,12000.0,22906.28,695,0.41,33,7,0,36,OWN,0
22,46306.01,24532.41,675,0.0,30,12,1,48,RENT,0
21,62387.16,27097.15,538,0.163,5,1,0,60,MORTGAGE,1
21,45135.56,29431.44,692,0.42,38,19,0,24,MORTGAGE,0
28,93707.62,16076.96,537,0.295,4,11,1,48,OWN,1
23,55267.52,12510.41,700,0.266,1,6,0,48,OWN,0
61,80820.58,25807.93,609,0.185,38,4,0,48,RENT,0
50,60228.41,20704.55,651,0.492,8,0,0,36,MORTGAGE,0
69,71528.15,7140.36,546,0.418,9,11,0,12,MORTGAGE,1
60,60584.83,6730.91,660,0.425,31,19,1,24,MORTGAGE,0
68,82375.69,18935.44,724,0.255,24,0,0,36,OWN,0
32,56118.79,13581.8,585,0.376,20,8,2,36,RENT,1
35,64922.41,14788.56,601,0.149,39,13,1,12,RENT,0
62,62326.66,23580.27,686,0.331,3,8,1,48,RENT,1
32,49234.29,21072.3,688,0.0,37,13,0,36,RENT,0
23,63099.65,25638.99,455,0.115,10,14,0,48,RENT,1
53,99687.72,1000.0,811,0.302,24,19,1,36,OWN,0
60,49592.06,17027.18,692,0.706,12,12,0,24,RENT,0
68,63389.3,20557.51,706,0.08,11,14,0,12,RENT,0
66,80155.58,2787.31,639,0.163,12,6,0,12,MORTGAGE,0
26,77805.07,9760.83,502,0.383,22,3,0,36,OWN,1
58,55234.33,8276.12,704,0.615,35,1,1,24,MORTGAGE,0
62,12000.0,15173.59,605,0.38,4,2,0,48,RENT,1
55,65334.06,28022.83,694,0.455,26,16,0,48,OWN,0
61,12000.0,31180.72,632,0.299,34,0,2,24,OWN,1
62,84398.74,8485.7,669,0.273,29,9,1,48,MORTGAGE,0
42,58389.48,19212.46,588,0.362,39,12,1,36,OWN,1
22,74993.48,19470.38,719,0.251,0,13,0,60,MORTGAGE,0
43,36957.78,18101.01,555,0.459,14,1,0,60,MORTGAGE,1
30,23949.85,18191.84,830,0.109,17,17,0,60,RENT,0
26,60215.09,17429.94,829,0.483,21,8,0,12,RENT,0
27,54327.93,28500.56,781,0.356,12,0,1,36,RENT,0
55,45169.18,23819.73,752,0.318,10,2,1,12,MORTGAGE,0
45,56693.23,6518.77,643,0.104,34,17,0,60,MORTGAGE,0
47,110348.72,21365.77,743,0.203,9,18,0,48,OWN,0
57,71690.51,22138.99,642,0.53,38,15,0,24,MORTGAGE,0
47,75989.97,17519.74,526,0.319,1,6,1,48,MORTGAGE,1
51,71878.74,24051.39,770,0.392,16,18,0,36,RENT,0
25,84589.24,16504.59,740,0.218,24,5,1,36,MORTGAGE,0
62,51198.57,16603.74,647,0.346,38,4,0,36,OWN,0
42,13904.77,15969.92,552,0.144,30,15,1,60,OWN,1
28,51228.28,1000.0,603,0.365,0,6,0,48,RENT,1
60,71234.71,14356.81,504,0.406,29,10,0,36,MORTGAGE,1
56,35603.99,9654.0,726,0.398,13,13,0,48,OWN,0
23,51472.68,5508.42,522,0.214,34,3,0,12,RENT,1
30,41164.61,26472.15,673,0.299,30,18,1,24,OWN,0
21,85040.59,19033.66,583,0.431,7,3,1,12,RENT,1
34,69989.14,14761.35,536,0.318,14,19,0,60,RENT,1
25,68030.81,10481.57,669,0.307,32,5,0,12,OWN,0
55,67432.03,17369.36,623,0.636,36,8,0,60,MORTGAGE,0
46,54255.01,22931.49,717,0.207,24,5,0,60,RENT,0
69,58951.13,8384.27,549,0.512,8,10,2,60,OWN,1
57,31296.31,14961.37,589,0.177,15,0,0,48,RENT,1
50,12000.0,21944.53,459,0.448,31,3,1,36,MORTGAGE,1
45,58001.62,1000.0,475,0.456,23,10,1,60,MORTGAGE,1
23,61479.81,14539.44,794,0.273,8,13,0,60,OWN,0
24,79185.29,11565.67,817,0.167,11,19,0,60,MORTGAGE,0
51,86426.72,13929.36,657,0.054,7,16,1,48,OWN,0
21,86399.97,10986.97,584,0.258,18,18,2,48,OWN,0
23,35039.53,16101.0,626,0.429,17,15,0,48,RENT,1
31,47954.7,30389.02,720,0.188,21,15,0,60,MORTGAGE,0
64,64606.69,12408.62,609,0.365,37,6,1,36,RENT,0
43,105638.09,17333.69,669,0.129,26,18,0,36,MORTGAGE,0
55,84601.98,30957.97,649,0.315,23,19,0,60,MORTGAGE,0
41,77387.94,10599.88,604,0.178,14,10,2,24,MORTGAGE,0
29,47244.24,29517.4,608,0.338,25,2,1,48,OWN,1
39,37336.01,15042.58,673,0.275,38,0,1,12,OWN,0
25,70778.16,29255.17,572,0.171,0,9,0,36,RENT,0
58,32986.77,21001.61,686,0.251,13,12,1,12,RENT,0
29,50231.27,17456.87,612,0.21,2,11,0,60,MORTGAGE,0
39,52704.44,14474.95,660,0.153,8,17,1,60,RENT,0
69,86858.24,10007.67,761,0.512,2,10,0,24,MORTGAGE,0
50,47906.05,15606.33,637,0.296,23,13,0,12,MORTGAGE,0
43,12000.0,22178.89,724,0.02,32,15,0,48,RENT,0
47,65088.89,14895.11,507,0.257,37,17,0,60,MORTGAGE,1
59,41019.56,12467.02,612,0.487,9,12,0,24,RENT,1
33,55852.62,12993.74,652,0.236,27,11,0,60,RENT,0
52,53265.91,22939.81,804,0.575,13,1,1,36,OWN,0
63,49525.92,24801.29,493,0.222,12,12,0,36,RENT,1
49,70806.81,9662.8,642,0.426,24,3,0,24,RENT,0
42,24342.7,9651.3,767,0.505,27,7,0,24,OWN,0
28,44659.72,18034.87,587,0.418,23,10,0,24,MORTGAGE,1
33,68680.76,27220.26,633,0.144,3,1,0,12,RENT,0
67,42718.3,24167.92,677,0.209,16,13,0,24,OWN,1
47,22823.87,4985.18,665,0.526,11,5,0,24,OWN,0
35,68371.11,12887.39,775,0.229,0,10,0,12,RENT,0
41,77461.89,7555.17,686,0.496,1,7,0,24,RENT,0
49,54100.1,12859.9,756,0.285,17,7,1,12,OWN,0
47,15783.09,27835.28,621,0.371,4,7,1,12,MORTGAGE,1
55,69119.39,3619.19,591,0.142,29,1,0,48,RENT,0
33,21802.24,2049.08,632,0.259,2,3,0,12,OWN,0
52,61175.99,8371.57,557,0.219,9,15,0,24,OWN,1
42,37250.72,17298.48,689,0.384,39,2,0,48,MORTGAGE,0
67,31803.21,19966.04,619,0.364,28,9,0,12,RENT,1
28,46161.8,18499.59,596,0.419,22,2,0,48,MORTGAGE,1
28,51334.05,24405.48,690,0.276,0,10,1,12,MORTGAGE,1
43,42115.83,1000.0,559,0.21,1,12,0,12,OWN,1
45,66774.07,24506.69,712,0.377,36,9,0,12,MORTGAGE,0
54,46078.61,12503.24,612,0.196,31,15,0,60,RENT,0
40,74603.82,20851.95,743,0.512,38,5,0,12,MORTGAGE,0
65,60623.46,4412.6,619,0.333,32,11,0,12,RENT,0
44,41048.86,15039.65,701,0.301,0,5,0,60,RENT,0
27,37681.2,16890.17,664,0.419,32,10,0,48,OWN,0
26,22050.07,24246.01,710,0.339,18,1,1,36,OWN,1
68,60814.66,2317.96,659,0.101,27,5,0,12,OWN,0
27,47908.25,15246.02,517,0.191,16,14,0,24,MORTGAGE,1
67,12000.0,6318.12,731,0.509,28,15,0,36,OWN,0
34,44285.7,19043.97,643,0.363,33,5,0,36,OWN,0
25,36979.32,21217.73,713,0.098,38,5,1,36,MORTGAGE,0
35,86513.55,25297.36,705,0.403,21,5,0,12,OWN,0
51,20944.43,10719.76,588,0.266,11,5,1,60,MORTGAGE,1
41,26172.98,22417.81,577,0.219,24,19,0,48,MORTGAGE,1
59,77199.39,25887.21,702,0.178,19,13,0,24,OWN,0
50,82135.26,1854.02,626,0.5,8,7,0,60,MORTGAGE,1
40,40100.34,19898.76,725,0.055,28,9,1,24,MORTGAGE,0
52,42358.28,22668.09,636,0.224,3,10,1,12,MORTGAGE,1
68,67324.71,12930.19,732,0.368,16,11,2,60,OWN,0
41,12000.0,5313.81,684,0.587,27,7,1,12,OWN,1
28,17776.13,22543.65,673,0.433,36,19,0,12,RENT,1
41,49385.33,5403.93,620,0.223,24,5,0,48,OWN,0
62,85997.81,13573.19,669,0.579,39,8,0,24,OWN,0
31,46285.4,14679.01,745,0.147,33,0,0,12,OWN,0
67,57018.74,20724.3,646,0.39,9,9,0,12,RENT,0
49,77675.79,9986.95,692,0.423,33,17,1,12,OWN,0
50,97137.69,9523.33,654,0.218,13,19,1,60,OWN,0
36,43463.03,15791.32,660,0.455,25,9,1,48,RENT,1
66,54663.27,23051.12,788,0.273,8,2,2,60,OWN,0
22,91441.1,33299.6,746,0.454,21,14,0,48,MORTGAGE,0
35,24556.01,2940.15,656,0.074,27,12,2,36,RENT,1
41,75551.62,17522.74,667,0.4,36,19,1,24,OWN,0
44,34633.69,6307.72,594,0.288,37,10,2,60,RENT,1
44,57049.45,23150.49,636,0.522,32,0,0,60,OWN,1
28,50147.62,7491.64,675,0.343,22,18,0,36,OWN,0
32,35839.77,9602.81,718,0.537,35,13,0,12,MORTGAGE,0
25,35337.96,10285.83,710,0.426,4,16,0,48,MORTGAGE,1
49,60528.29,14390.41,561,0.331,39,2,2,24,MORTGAGE,1
38,74910.79,17585.58,728,0.468,8,9,0,24,RENT,0
48,52405.28,18869.61,643,0.469,16,9,0,48,RENT,1
49,56402.26,14953.86,571,0.421,36,5,1,60,OWN,0
55,66423.48,4360.87,757,0.006,28,16,0,48,OWN,0
47,35567.62,20822.29,767,0.203,33,3,0,12,RENT,0
52,69793.85,14576.33,671,0.558,27,1,0,48,OWN,0
49,71386.86,24293.88,707,0.162,24,4,0,60,RENT,0
52,107072.53,9338.09,711,0.482,6,19,2,48,RENT,0
51,47477.92,2181.8,762,0.456,39,2,0,24,OWN,0
36,45838.36,14727.79,708,0.241,25,11,0,48,RENT,0
33,70379.32,25367.62,544,0.051,26,3,0,24,RENT,1
59,71382.08,16287.54,811,0.265,17,7,0,60,OWN,0
37,44298.26,13402.64,735,0.662,38,11,0,60,MORTGAGE,0
47,46936.75,8037.22,609,0.221,18,0,0,36,MORTGAGE,0
30,65822.62,29062.13,568,0.231,7,4,1,12,RENT,1
42,38448.32,6763.18,690,0.2,7,11,1,36,MORTGAGE,1
46,46789.32,9196.85,628,0.532,27,0,0,12,OWN,1
51,56791.86,19560.27,676,0.314,29,9,0,48,OWN,0
46,74918.77,1000.0,709,0.256,8,12,0,48,MORTGAGE,0
38,42908.03,25196.73,605,0.562,27,4,0,24,OWN,1
68,18152.31,19993.54,561,0.437,39,3,2,60,MORTGAGE,1
46,16668.05,22193.85,681,0.212,21,9,0,48,RENT,0
60,29811.74,19464.94,607,0.166,38,14,0,60,RENT,0
57,28736.65,13711.01,662,0.524,6,0,1,24,MORTGAGE,1
48,51907.78,6494.81,543,0.353,16,6,0,12,RENT,1
64,31222.4,13879.4,630,0.118,22,19,2,36,MORTGAGE,1
27,40944.9,7198.11,707,0.083,14,6,0,24,OWN,0
66,39518.28,18889.24,698,0.183,4,6,0,48,MORTGAGE,0
62,46189.84,21454.24,587,0.164,18,14,0,36,OWN,1
45,81450.09,26814.47,557,0.043,13,9,1,48,OWN,1
56,68238.95,17974.14,651,0.185,8,7,0,12,OWN,0
46,55322.59,22396.6,695,0.212,14,15,1,12,RENT,0
34,45779.47,12622.84,682,0.281,16,0,1,60,MORTGAGE,0
60,46335.35,11173.78,609,0.604,35,14,0,36,OWN,1
33,61554.93,18789.38,674,0.31,19,7,0,12,OWN,1
36,66683.38,11908.22,770,0.325,16,17,1,60,OWN,0
46,36847.65,17153.49,666,0.426,15,14,0,12,MORTGAGE,0
62,55729.62,6510.46,519,0.314,23,18,1,60,OWN,1
39,14367.61,7946.98,666,0.41,11,2,0,24,RENT,1
45,59234.28,20083.27,814,0.392,34,3,1,36,RENT,0
23,70242.98,22093.52,547,0.368,16,18,0,24,MORTGAGE,1
26,49398.63,7114.75,652,0.765,17,7,0,12,RENT,0
23,91330.54,20364.91,632,0.487,2,16,0,36,MORTGAGE,0
24,37375.23,10738.11,658,0.188,35,13,0,24,OWN,0
63,59348.81,15132.04,666,0.406,18,9,0,36,RENT,0
62,54283.51,26335.56,741,0.231,5,0,0,36,MORTGAGE,0
61,52994.05,21459.9,657,0.417,6,1,0,48,MORTGAGE,0
23,52713.56,21366.98,752,0.144,14,14,0,12,MORTGAGE,0
24,57142.1,30270.32,641,0.184,31,1,1,24,OWN,0
34,71959.17,9368.97,622,0.402,3,0,0,60,MORTGAGE,0
48,82554.72,7113.0,596,0.5,4,4,1,60,RENT,1
37,54955.0,9223.02,505,0.425,22,18,0,36,RENT,1
44,71306.32,12963.99,672,0.478,19,12,0,24,OWN,0
29,40964.66,1000.0,814,0.406,38,14,0,36,MORTGAGE,0
56,70319.11,13340.57,687,0.376,30,13,0,48,OWN,1
36,39760.17,10643.43,705,0.274,26,11,1,24,OWN,0
24,76813.2,21270.08,617,0.472,13,5,0,60,MORTGAGE,1
57,99212.82,17819.36,630,0.504,25,8,0,12,RENT,0
65,52558.32,10194.43,729,0.341,23,10,0,48,OWN,0
21,12000.0,19719.69,811,0.332,11,19,1,36,OWN,0
42,44038.54,20786.1,769,0.589,14,17,1,36,OWN,0
61,79637.5,8851.63,714,0.347,37,14,0,36,RENT,0
55,66061.54,11055.81,653,0.361,21,16,0,12,MORTGAGE,0
62,59978.27,1000.0,667,0.423,18,16,1,24,MORTGAGE,0
41,75173.37,6274.72,590,0.335,31,13,0,24,MORTGAGE,0
39,64689.07,9060.24,534,0.227,10,16,0,48,MORTGAGE,1
55,79354.5,15593.33,560,0.407,8,1,1,36,OWN,1
28,73388.47,7436.94,654,0.344,39,0,1,36,RENT,0
32,85434.01,10892.38,627,0.626,32,8,0,36,RENT,1
50,62175.92,5197.35,532,0.468,16,1,0,36,OWN,1
53,73105.19,16368.91,647,0.261,37,6,0,12,MORTGAGE,0
26,48857.46,18405.72,625,0.459,14,3,0,60,OWN,0
45,42970.78,18218.92,556,0.396,27,19,1,60,MORTGAGE,1
38,89135.35,15098.89,620,0.546,1,13,0,24,RENT,1
45,59324.09,2671.42,624,0.271,27,0,0,48,RENT,0
67,71097.61,10040.37,601,0.378,7,12,0,24,OWN,1
24,57474.8,11741.55,724,0.335,9,14,1,12,OWN,0
69,43269.69,11773.64,498,0.359,32,6,1,60,MORTGAGE,1
43,55219.66,15599.85,491,0.217,8,17,0,24,OWN,1
58,83719.88,26404.33,650,0.436,19,19,1,24,MORTGAGE,0
41,66104.8,21496.77,658,0.413,36,19,1,36,RENT,0
36,20770.54,7099.86,682,0.543,38,1,0,36,RENT,1
58,50695.11,20427.22,607,0.348,17,8,1,24,OWN,1
54,90645.88,20122.42,577,0.288,3,15,2,60,OWN,1
28,50724.06,8551.46,649,0.468,11,8,0,24,OWN,1
55,18990.43,21790.93,615,0.231,24,9,1,36,RENT,1
57,92860.98,13716.99,774,0.513,13,6,1,48,OWN,0
40,68647.85,3720.37,624,0.512,28,8,0,60,RENT,0
66,53599.74,18641.62,646,0.539,39,13,0,36,MORTGAGE,0
52,47571.65,16735.69,848,0.406,24,0,1,36,RENT,0
37,76647.04,13178.58,634,0.277,24,15,0,60,MORTGAGE,0
21,44160.33,14700.38,694,0.366,21,14,0,36,RENT,0
54,77965.13,9247.32,702,0.407,7,2,0,24,OWN,0
31,65843.91,19881.04,709,0.266,23,15,0,12,OWN,0
58,59893.64,14652.39,673,0.55,37,10,0,24,RENT,0
46,57910.3,16331.59,666,0.437,27,6,0,12,OWN,1
43,51500.64,17857.14,658,0.216,30,9,0,24,RENT,0
29,75912.8,5763.32,604,0.632,34,10,0,36,MORTGAGE,0
55,37693.14,7845.74,676,0.365,15,4,0,36,MORTGAGE,0
29,22561.5,1000.0,812,0.186,13,12,1,12,RENT,0
41,67288.8,19517.94,747,0.225,38,12,1,36,OWN,0
61,67624.77,5302.32,674,0.573,18,7,0,36,RENT,0
66,64604.82,16060.56,718,0.624,29,9,1,12,OWN,0
69,63154.57,17967.91,580,0.501,25,12,1,24,MORTGAGE,1
67,48589.19,19818.82,629,0.548,4,10,0,48,OWN,1
48,70749.65,5367.86,726,0.532,12,8,0,12,MORTGAGE,0
30,54088.84,14478.71,769,0.434,13,19,0,24,MORTGAGE,0
62,45257.73,28362.24,588,0.399,7,17,0,36,RENT,1
60,48762.17,28714.52,611,0.431,31,7,0,12,RENT,0
69,95412.79,22898.58,825,0.46,38,14,0,48,OWN,0
52,20300.48,17699.95,658,0.239,38,16,0,48,MORTGAGE,0
27,64995.76,6959.15,796,0.46,7,2,1,24,RENT,0
45,21417.79,20748.97,667,0.569,17,11,1,24,RENT,1
42,52835.33,13735.83,670,0.319,9,15,0,48,MORTGAGE,0
62,46327.45,19484.23,626,0.303,2,1,0,24,RENT,1
40,13299.43,9937.25,725,0.421,24,6,1,12,OWN,0
37,62780.75,13616.54,759,0.253,34,15,0,12,MORTGAGE,0
24,47399.24,16313.18,567,0.152,3,18,0,12,RENT,1
61,13015.87,16970.22,622,0.522,25,19,1,60,RENT,1
58,71791.36,18949.78,723,0.282,1,12,0,60,MORTGAGE,0
23,83700.12,10366.44,640,0.353,33,0,1,36,RENT,1
42,84802.49,4253.72,611,0.258,2,0,0,60,MORTGAGE,0
44,62179.13,27998.28,731,0.542,17,16,1,48,OWN,0
43,55921.16,34914.03,738,0.478,4,14,0,36,RENT,0
66,81563.13,18579.37,614,0.314,16,3,0,48,OWN,0
28,88647.67,4408.06,667,0.173,17,2,1,36,RENT,0
36,77671.37,8814.44,553,0.298,21,2,0,60,MORTGAGE,1
29,36169.25,19072.94,578,0.436,33,17,0,60,OWN,1
32,59026.9,25728.92,660,0.378,39,15,0,60,MORTGAGE,0
65,63790.32,5296.87,653,0.366,13,18,0,36,RENT,0
67,18807.66,14005.34,573,0.382,36,2,0,36,MORTGAGE,1
23,64387.21,16567.46,593,0.464,17,13,0,12,RENT,0
51,100459.84,21916.63,565,0.344,4,18,0,48,OWN,0
32,67798.72,12251.19,686,0.418,24,10,0,12,MORTGAGE,0
30,84468.26,2489.48,493,0.202,28,15,0,36,MORTGAGE,1
35,58658.29,19969.58,569,0.733,12,12,0,12,MORTGAGE,1
30,53535.63,23998.37,501,0.307,23,0,0,36,MORTGAGE,1
45,62625.43,14339.27,684,0.381,17,8,0,48,MORTGAGE,0
69,38683.47,18241.92,506,0.435,5,5,0,24,OWN,1
49,35724.5,11204.07,653,0.288,15,1,1,48,MORTGAGE,0
56,80326.09,8233.82,781,0.351,17,11,0,24,OWN,0
45,82446.85,23211.41,784,0.349,13,18,0,24,OWN,0
21,35177.87,18099.97,506,0.213,36,1,1,12,RENT,1
25,74359.98,18922.95,674,0.416,15,6,1,12,OWN,0
34,53260.8,27016.92,571,0.103,25,13,0,24,RENT,0
32,61796.17,6561.26,555,0.613,0,6,0,12,MORTGAGE,1
62,64204.37,10583.79,641,0.469,12,2,1,60,RENT,1
62,74887.01,16263.47,748,0.446,35,3,2,48,RENT,0
62,56654.36,10485.49,698,0.09,35,0,0,24,RENT,0
52,83203.24,21265.09,593,0.231,39,19,0,60,RENT,0
48,61188.26,13500.81,706,0.558,2,9,0,24,MORTGAGE,0
52,67483.69,7059.74,471,0.973,34,18,0,36,RENT,1
40,38334.75,15526.17,590,0.529,10,13,0,48,OWN,1
53,98173.18,16362.71,584,0.506,0,6,1,48,MORTGAGE,1
59,64396.5,22477.46,656,0.429,3,18,1,12,OWN,0
58,69259.95,18145.13,634,0.223,30,5,0,24,OWN,0
51,22836.28,18689.17,639,0.499,23,3,0,24,OWN,1
23,38545.96,17562.33,636,0.185,22,16,0,36,OWN,0
56,79757.67,13494.22,652,0.168,35,11,1,60,MORTGAGE,0
38,60737.82,9270.25,693,0.159,3,8,1,36,OWN,0
57,16724.41,17310.71,662,0.496,3,11,0,36,MORTGAGE,1
47,75765.8,12335.0,627,0.341,37,19,1,12,MORTGAGE,0
64,44124.34,28518.58,682,0.365,24,5,1,36,RENT,0
37,83226.34,25737.46,716,0.348,31,18,0,36,RENT,0
66,53243.29,20062.71,606,0.181,20,18,0,48,OWN,0
62,59094.13,18027.74,645,0.249,5,15,0,60,OWN,0
37,78579.09,14296.33,743,0.257,20,3,1,36,RENT,0
44,37050.14,4911.01,562,0.139,38,1,0,12,MORTGAGE,0
47,35143.06,13270.62,794,0.274,4,2,0,60,OWN,0
58,51070.03,15811.2,543,0.188,5,14,0,36,OWN,1
54,71543.46,16835.65,622,0.437,13,7,1,36,MORTGAGE,1
62,28382.45,18756.29,574,0.449,18,19,1,60,OWN,1
39,21639.31,22370.64,825,0.156,25,0,0,36,OWN,0
45,71474.42,9462.77,610,0.306,6,7,0,48,RENT,0
42,42940.43,9535.4,610,0.628,37,5,0,60,MORTGAGE,0
65,47155.48,26606.85,620,0.203,6,17,1,36,MORTGAGE,0
35,17863.79,21167.85,658,0.414,8,2,0,60,MORTGAGE,1
49,41420.41,11873.83,624,0.366,38,8,1,12,OWN,1
26,54848.65,14142.31,639,0.514,15,17,1,60,RENT,1
62,73607.56,14178.29,368,0.394,22,19,0,60,MORTGAGE,1
39,39575.4,15252.59,655,0.285,17,18,0,12,OWN,0
37,88147.52,18781.46,651,0.36,10,13,2,12,MORTGAGE,0
49,41308.88,35279.94,733,0.362,20,3,0,12,RENT,0
45,41338.16,16518.05,755,0.336,31,1,0,24,MORTGAGE,0
62,85747.15,20300.79,635,0.152,0,8,0,60,MORTGAGE,0
47,59229.2,1508.19,715,0.536,35,9,0,12,RENT,0
46,43959.51,11120.8,562,0.51,7,10,0,12,OWN,1
26,51897.34,24830.52,711,0.193,36,0,1,36,OWN,0
22,82061.47,18218.52,604,0.305,38,13,0,24,OWN,0
40,84324.06,1000.0,555,0.316,37,7,1,48,RENT,0
69,38664.14,20392.19,635,0.177,26,2,0,48,RENT,0
65,54151.32,30345.32,762,0.07,36,18,1,60,RENT,0
51,56803.14,1000.0,664,0.249,34,7,0,36,OWN,0
51,35275.2,27155.1,770,0.297,25,4,0,36,RENT,0
40,53886.3,1000.0,590,0.134,35,9,1,12,OWN,1
29,55106.46,22503.99,734,0.377,13,19,0,60,OWN,0
21,77804.19,14930.81,598,0.524,33,16,0,24,MORTGAGE,1
37,79148.5,1000.0,668,0.476,37,1,0,36,OWN,0
36,48415.81,18569.1,667,0.331,25,13,0,60,RENT,0
30,50720.94,24206.72,703,0.074,4,13,0,48,OWN,0
33,68285.85,17911.1,670,0.457,8,17,1,48,RENT,0
22,43296.23,19678.62,591,0.372,6,19,3,12,RENT,1
50,66772.8,11706.59,720,0.414,21,14,0,48,MORTGAGE,0
66,53241.87,1000.0,789,0.64,17,13,1,12,RENT,0
54,35612.03,20534.91,603,0.226,33,7,0,48,RENT,0
42,35863.27,28998.03,503,0.0,11,17,0,36,OWN,1
41,83941.17,24036.65,690,0.192,6,18,0,36,OWN,0
36,51871.57,1000.0,624,0.423,24,19,0,48,MORTGAGE,0
27,87807.08,2880.84,640,0.354,5,19,1,48,MORTGAGE,0
50,44727.27,8232.26,694,0.168,36,12,0,24,RENT,0
48,60824.1,2256.2,613,0.137,3,19,0,24,MORTGAGE,1
21,102853.53,15353.52,628,0.297,19,15,1,36,MORTGAGE,0
41,33852.27,18147.33,642,0.163,37,4,0,12,RENT,0
34,17043.71,3557.97,768,0.428,22,0,1,24,OWN,0
29,80731.8,21217.03,652,0.288,32,19,0,12,MORTGAGE,0
55,38463.82,19808.83,551,0.256,16,8,0,36,OWN,1
46,54585.87,10614.73,554,0.236,30,17,0,24,OWN,0
52,43281.64,13619.82,661,0.389,28,5,1,24,MORTGAGE,1
55,60363.26,1000.0,560,0.356,20,7,1,60,OWN,1
69,35989.28,12341.9,525,0.38,4,16,0,12,OWN,1
60,51401.2,15059.08,701,0.377,38,10,0,12,RENT,0
51,63996.31,16349.98,705,0.339,1,13,0,24,OWN,0
64,34833.82,18031.02,621,0.195,14,6,1,12,RENT,0
44,40998.32,16953.93,673,0.24,25,12,0,60,MORTGAGE,0
69,48052.34,12885.25,665,0.291,30,9,1,60,RENT,0
58,26423.69,17289.56,698,0.66,21,18,0,60,RENT,1
52,46548.78,23016.26,698,0.148,16,9,0,48,OWN,0
65,57375.93,14236.02,442,0.287,16,1,0,12,OWN,1
46,47009.02,17540.76,631,0.365,39,14,1,36,OWN,1
56,49572.47,13510.63,691,0.305,13,19,1,12,MORTGAGE,0
34,54601.97,9825.93,617,0.511,34,17,1,24,RENT,1
68,41885.13,19183.04,653,0.304,2,2,0,36,MORTGAGE,1
51,68821.25,10558.19,710,0.315,26,19,1,48,RENT,0
59,83719.56,18089.18,656,0.472,27,6,0,24,OWN,0
43,45712.39,15226.04,771,0.622,27,16,1,24,RENT,0
63,64703.96,12568.52,740,0.561,16,12,0,60,RENT,0
24,50207.66,12374.86,641,0.33,27,19,0,24,RENT,0
26,62309.75,10935.03,634,0.343,17,6,0,36,RENT,0
45,86315.59,1833.59,422,0.357,23,12,1,24,OWN,1
56,65173.19,18063.16,624,0.372,35,13,0,60,MORTGAGE,0
60,19531.71,16852.37,542,0.223,26,3,1,36,MORTGAGE,1
42,64079.91,21797.36,668,0.49,29,15,0,12,MORTGAGE,0
52,79657.27,10748.34,662,0.381,38,2,1,12,OWN,0
48,50568.08,30163.07,706,0.343,8,16,0,60,RENT,0
68,74912.7,11962.11,762,0.159,23,2,1,60,RENT,0
53,41197.69,7999.12,648,0.359,26,3,1,48,RENT,0
41,25289.22,7050.52,832,0.066,27,9,0,12,OWN,0
68,57823.38,1128.62,669,0.263,5,3,0,48,MORTGAGE,0
26,19870.47,27261.02,545,0.266,30,1,0,48,OWN,1
69,50204.58,25968.54,605,0.393,7,1,1,60,OWN,1
28,80736.85,19805.96,620,0.632,16,5,0,36,OWN,1
35,16804.74,7831.29,697,0.436,28,9,0,36,MORTGAGE,0
61,29410.06,29490.14,574,0.567,10,0,0,48,MORTGAGE,1
56,34359.36,12186.25,626,0.447,5,2,0,12,OWN,1
68,53733.6,12847.79,637,0.519,27,12,0,48,MORTGAGE,1
57,47685.66,26498.07,614,0.629,11,6,0,36,OWN,1
52,82982.73,20271.28,715,0.24,33,15,2,12,RENT,0
37,74086.97,32608.83,701,0.23,35,16,1,60,RENT,0
21,64905.46,16989.78,743,0.45,13,0,0,24,MORTGAGE,0
27,57912.61,11823.75,624,0.349,29,18,0,60,OWN,0
35,62864.6,10105.56,746,0.383,8,13,1,24,MORTGAGE,0
23,37760.35,1000.0,541,0.313,37,16,0,36,RENT,1
45,72144.21,12771.23,539,0.261,9,9,1,36,OWN,1
59,32759.11,24156.75,553,0.593,35,0,1,48,RENT,1
68,71707.54,19790.67,651,0.185,31,17,1,12,MORTGAGE,0
44,78722.85,15162.46,746,0.453,12,11,0,24,RENT,0
63,59217.29,7040.52,602,0.429,32,0,1,12,RENT,0
69,51475.74,16814.98,612,0.113,25,3,1,24,RENT,1
63,63006.2,23102.51,633,0.225,26,4,0,36,OWN,1
43,12000.0,18445.75,696,0.251,15,7,0,36,MORTGAGE,0
36,61045.16,16333.88,612,0.435,9,8,1,60,MORTGAGE,1
68,52732.92,8624.34,607,0.295,27,8,1,36,RENT,1
32,53987.44,21937.45,542,0.337,2,17,0,36,OWN,1
41,69130.65,1000.0,604,0.131,13,18,0,12,OWN,0
24,53504.62,18062.77,744,0.699,5,13,1,12,MORTGAGE,0
